Tag,Text
address proof,"by speed post government of india ministry of external affairs regional passport office ‘ telephone25706100/101/102 80 feet road, 8 ” block, koramangala, bangalore 560005 26/polirti/10 (30) 29/9/2010 ‘ sub requisition information provisions rti act 2005 sir, ‘ this is acknowledge receipt request received 18/03/2010 right information act, 2005, fee rs . 101 . ‘ as mentioned request, statement running bank account ‘ banks icici citi bank accepted documents authenticated official bank seal signature . lf wish access full file pertains application, welcome approach enquity superintendent working day . regional passport officer wednesday aftemoon 1500 hrs 1700hrs yours faithfully ir . ravindra] regional passport officer ‘ appellate authority rti act 2005 sh . a. manickam joint secretary (cpv) room no.20, patiala house, ministry external affairs, ‘ tilak marg, new delhi ~ 01 fax 00911123782821 email arviscovdmea.gov"
bank statement,"page 1 5 03/02/2022 dc 1090001004290 gis anycompany financial services 999999999 16769 3 c001 11 s 66 002 john stiles 7342 roberts ports, east scarletfurt, sc 70640 your consolidated statement contact do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device enrolled digital banking, lakes minute gel started today . com/u example bank, member fdic . tolearn, visit example.com/abcxyz 2020 anycompany financial services . ifyou traveling usa concems accessing account traveling, contact branch banker call 858lll0104 summary accounts account name balance ($) _ details on checking 11,773.68 page 1 total checking money market savings accounts — $11,773.68 —_ savings . 56291 7214936 14, 284.98 page 3 total savi accounts $14,284.98 checking money market savings accounts checking 005629172149 account summary your previous b $13,722.43 8 jebits service char depos inter . your balance 06/17/2020 = $11,773.68 average posted balance statement cycle $13,481.92 checks check #amount (8) date check #amount (8) date check #amount (8) 0 (obis 965025 40139 06/08 988026 * indicates skip sequential 5 item total checks = $701.39 found in, = page 1 1 0000667"
invoice,"anycompany retail services date jun 12, 2020 llc 22680 schuppe springs new bradlyport hi 38812 phone (858) 5550101 bill to kwaku mensah 1822 luettgen wall, nadermouth maryland 12039 kwaku.mensahexample.com description tcg shiny rayquazaex box card tovolo stainless mixing bowls my little pony sweet rainbow shoolex, shoe filler, unisex shoe invoice #462208650 _ customer id 7343 due date jun 27, 2020 amount $34.29 $42.46 $54.12 $26.95 other comments total payment due 30 days total if paying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!! $157.82"
bank statement,"bank statement template 1 this first bank first choice account mandarin branch 4444 this street anytown, state 000000000 customer service 24 hours a day, 8880000000 account john q . customer 12345678910 1234 main street statement period anytown, state 000000000 112000 to 212000 thank you for banking with thisfirst summary of your accounts checking savings beginning balance 500.000 deposits 538.68 withdrawals 629.73 service charges/fees 6.00 ending balance 794.57 min bal on 2100 54.87 checking activity deposits posted amount description 105 230.66 deposit 115 765.50 deposit withdrawals ckno paid amount 106 116 632.75 107 124 35.98 108 126 72.43 posted amount description 121 40.00 atm withdrawal 122 20.00 atm withdrawal checking services charge and fee summary amount description 6.00 monthly service charg"
bank statement,"page 1 of5 03/02/2022 dc 1090001004290 ge anycompany financial services group inc. 999999999 16769 3 c001 11 s 66.002 nikhil jayashankar 52776 yundt walks, klockomouth, al 67748 your consolidated statement contact for 03/02/2022 fey cxericcom fayed cio do digital banki bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic . to learn, visit example.com/abcxyz . 2020 anycompany financial services group inc. lf traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts account name checking ~ 000824651090 19,695.15 total checking money market savings accounts $19,695.15 savings 082465109036 18,887.57 page3 total savings accounts $18,887.57 checking money market savings accounts checking 000824651090 account summary $19,695.15, average posted balance statement cycle $11,914.33 checks date check #amount ($) date check #amount (8) check #amount (s $) 0526 1401 _ 450.00 06/05 +9651 2 1 ~ 985026 101.39 total checks * indicates skip sequential check numbers item w page 1 1 0000667"
receipt,"the aiml store 1234 somewhere rd poway, california 92129 02/18/2022 1228 am eleuueeadgala eea ae spigen velo ss20h seif 1 $21.58 stick; lego pirates of caribbean . 1 $116.11 susoki gorgeous crystal to bl ""bridal cewelry sto srl t= ca tax 7 . 7800 171.589 $11.68 total s171 . 559. x76a6 diner charge = $71, b50 aid 0000023142778 diner credit auth code e2776 some promotions may reduce the “ refund value of teks we feedback! take quick survey enter chance “ to win . $260 store gift card . go wyfakestore com/win * s winners monthly 2 gro oigricoioiroricitiioo ioda ioi i soic cashier john doe store 123 pos 003 traneaction26290 = sunday, february . 13, °2022°1228 am"
invoice,"anycompany hardware date nov13,2020_ is invoice #103686784 upplies customer id 5149 suite 301 9942 onie passage due date nov 28, 2020 west dion ky 30657 ~ phone (858) 5550101 bill to nikki wolf 60756 tiesha highway, east devorah massachusetts 91671 nikki . wolfexample.com description amount cards against humanity first expansion $20 giraffecam 3.0 ultra rigid android $35.44 cowboystudio photography & video portrait $93.1 active stylus,1.9mm rotating fine tip $61.31 3dr solo quadcopter (no gimbal) $311.48 total $521.33 other comments total payment due 30 days ifpaying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
bank statement,"page 1of5 03/02/2022 dc 1090001004290 gi anycompany finance ltd 999999999 167693 c001 11 s 66.002 efua owusu 53923 goldner! slands, lake senaida, sd 19666 your consolidated statement contact for 03/02/2022 fey excreieccom bey (g58) lll oto do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic .. to learn, visit example.com/abcxyz . 2020 anycompany finance ltd . if traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts ccount number balance (s) 006482543334 18,388.66 page1 total checking money marketsavings accounts =i tititst (bbs 7 savings, 64825 433486 ___15,50471 page 3 . total savings accounts $15,504.71 ea checking money market savings accounts checking 006482543334 account summary redits andinterest . balance 06/17/2020 $18,388.66 average posted balance statement cycle $2,972.75 check #amount (s) date check #amount ($) date check #amount ($) 1401 __ 450.00 ct _ ""9650 101.39 0609985026 00 * indicates skip sequential check numbers item ‘ total checks = page 1 1 0000667"
invoice,"anycompany inc. 793 lang road port paige ma 45472 phone (858) 5550101 bill to efua owusu 98176 erdman shoals, lake altha nebraska 76553 efua.owusuexample.com date may 15, 2019 invoice #251301808 customer id 5332 due date may 30, 2019 description amount hamilton beach 49980a single serve $89.19 iphone 5 nonslip protective case $54.45 clarks men's stinson hi chukka $118.29 total $261.93 other comments ¢ total payment due 30 days if paying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
bank statement,"page 10f5 03/02/2022 dc 1090001004290 gig anycompany financial services 999999999 16769 . 3 c 001 11 s 66.002 jane doe 292 izola forge, west allanmouth, mt 765573172 your consolidated statement contact for 03/02/2022 few ccrriccom brags tke ota do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic . to.learn, visit example.com/abcxyz . 2020 anycompany financial services . lf traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts account num 007645345199 ‘ total checking money market savings accounts ""7,672.89 $7,672.89 savings 764534519936 total savings accounts checking money market savings accounts checking 007645345199 account summary average posted balance statement cycle $10,190.07 = $701.39 ‘ total checks indicates skip sequential check numbers item = page 1 1 0000667"
invoice,"anycompany hardwares llc 8202 bernier lights east julio al 359765711 phone (858) 5550101 bill to alejandro rosalez 9735 elliot springs, billview wyoming 30420 alejandro.rosalezexample.com —o—ot date dec 03, 2019 invoice #616678973 customer id 2886 due date dec 18, 2019 description amount vtech busy learners activity cube $32.62 you & me 69928 30 $30.79 winsome wood end table/night stand $76.48 total $139.89 other comments * total payment due 30 days if paying check, include invoice number check questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
employment proof,"(06 september 2013, re confirmation employment . dear sir/madam ‘ this letter serves confirm mr. jl erasmus id . 650920 5205 088 i= permanently employed flsmidth (piy) ltd rom 1"" may 2007, mr. erasmus employed capacty ofa safety officer . please net hestate contact require inform yours sincerely . viky wait fls human resource department tel (010) 210 4719 emall mcky.vanderwalteflemidth.com"
salary slip,salary slip oct 2022 name emp . no designation department bank name alc no . earnings basic salary house rent allowances conveyance allowances medical allowances special allowances gross salary 25200 9408 1493 1167 18732 56000 deductions epf health insurance professional tax tds total deductions 2500 net pay 53500 amount words fifty three thousand five hundr
bank statement,"page 1 ofs 03/02/2022 dc . 1090001004290 gs anycompany financial services 999999999 16769 3 c001 11 s 66 002 kwes! manu 750 bernier junction, boehmburgh, vt 304926754 your consolidated statement contact do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today . com/u . example bank, member fdic . to learn, visit example.com/abcxyz 2020 anycompany financial services . ifyou traveling usa concerns accessing account traveling, contact branch banker call 858lll0104 summary accounts account name account number checking ~~"" 905746350252 4 ts ""$47,005 53 total checking money market savings ace savings _ 571635025236 __ 12, 686.17 total savings accounts $12,686.17 checking money market savings accounts checking 005716350252 account summary $14,101.16 + 8,488.44 $17,005.53 average posted balance statement cycle $14,218.93 hecks date amount ($8) date check #date check #amount (8) 8 7965025 ‘ o6f09 985026 * indicates skip sequential check nul rs item total checks = $701.39 found tat = page 1 1 0000667"
